"","Origin","Weather","Security","LateAircraft"
"724252","ATL",22,0,231
"724253","ATL",20,0,12
"724255","ATL",30,0,73
"724257","ATL",0,0,54
"724259","ATL",0,0,160
"724261","ATL",0,0,44
"724262","ATL",0,0,18
"724263","ATL",161,0,0
"724265","ATL",0,0,272
"724266","ATL",0,0,121
"724270","ATL",52,0,18
"724272","ATL",0,0,72
"724275","ATL",0,0,0
"724279","ATL",0,0,47
"724280","ATL",20,0,0
"724283","ATL",0,0,15
"724289","ATL",15,0,94
"724295","ATL",0,0,63
"724297","ATL",0,0,107
"724298","ATL",1,0,6
"724299","ATL",0,0,16
"724301","ATL",0,0,181
"724305","ATL",33,0,120
"724309","ATL",0,0,0
"724310","LAX",0,0,0
"724312","ATL",0,0,60
"724314","ATL",0,0,21
"724317","ATL",0,0,4
"724318","ATL",0,0,43
"724319","ATL",0,0,96
"724320","ATL",0,0,0
"724322","ATL",0,0,25
"724324","ATL",335,0,0
"724325","ATL",0,0,78
"724326","ATL",94,0,40
"724328","ATL",0,0,149
"724329","ATL",0,0,121
"724332","LAX",0,0,17
"724334","ATL",0,0,38
"724337","ATL",0,0,65
"724339","ATL",0,0,38
"724341","ATL",0,0,22
"724342","LAX",0,0,0
"724347","ATL",0,0,17
"724349","ATL",0,0,137
"724353","ATL",0,0,99
"724357","ATL",0,0,0
"724358","ATL",0,0,26
"724360","ATL",0,0,93
"724361","ATL",0,0,65
"724362","ATL",0,0,34
"724367","ATL",0,0,24
"724371","ATL",0,0,93
"724372","LAX",0,0,35
"724374","ATL",0,0,118
"724375","ATL",0,0,72
"724376","ATL",0,0,47
"724378","ATL",0,0,0
"724380","ATL",34,0,85
"724381","ATL",0,0,80
"724383","ATL",0,0,92
"724385","ATL",0,0,0
"724387","ATL",0,0,34
"724389","ATL",0,0,0
"724393","ATL",1,0,217
"724396","ATL",0,0,12
"724397","ATL",0,0,79
"724399","ATL",0,0,5
"724402","ATL",0,0,233
"724403","ATL",0,0,74
"724405","ATL",0,0,9
"724408","ATL",0,0,23
"724410","ATL",0,0,0
"724413","LAX",0,0,13
"724415","ATL",0,0,100
"724416","ATL",0,0,44
"724418","ATL",0,0,260
"724419","ATL",0,0,0
"724421","ATL",0,0,133
"724423","ATL",0,0,133
"724426","ATL",0,0,108
"724428","ATL",0,0,199
"724429","ATL",0,0,49
"724437","ATL",4,0,108
"724440","ATL",0,0,26
"724442","ATL",0,0,108
"724445","ATL",0,0,60
"724446","ATL",0,0,0
"724451","ATL",0,0,48
"724452","ATL",2,0,45
"724453","ATL",46,0,49
"724455","ATL",37,0,63
"724460","ATL",0,0,0
"724462","ATL",0,0,107
"724467","ATL",0,0,78
"724468","ATL",0,0,0
"724470","ATL",33,0,37
"724472","ATL",5,0,106
"724473","ATL",0,0,234
"724474","ATL",0,0,55
"724476","ATL",0,0,46
"724477","ATL",40,0,25
"724480","ATL",0,0,234
"724483","ATL",0,0,0
"724485","ATL",0,0,0
"724487","ATL",0,0,205
"724488","ATL",0,0,0
"724490","ATL",0,0,64
"724491","LAX",0,0,47
"724494","LAX",0,0,19
"724496","ATL",21,0,93
"724498","ATL",0,0,176
"724502","ATL",0,0,27
"724504","ATL",6,0,37
"724507","ATL",10,0,131
"724510","ATL",0,0,0
"724512","ATL",0,0,255
"724516","ATL",9,0,12
"724518","ATL",0,0,111
"724519","ATL",12,0,77
"724521","ATL",0,0,0
"724523","ATL",40,0,206
"724524","ATL",0,0,137
"724525","ATL",57,0,66
"724528","ATL",0,0,55
"724530","ATL",0,0,261
"724533","ATL",22,0,55
"724537","ATL",0,0,70
"724543","ATL",0,0,43
"724544","ATL",32,0,14
"724546","ATL",0,0,64
"724548","ATL",0,0,178
"724549","ATL",0,0,33
"724554","ATL",0,0,20
"724556","ATL",0,0,17
"724557","ATL",30,0,0
"724558","ATL",7,0,0
"724559","ATL",0,0,80
"724561","ATL",0,0,5
"724563","ATL",7,0,30
"724564","ATL",99,0,3
"724565","ATL",62,0,45
"724566","ATL",0,0,0
"724568","ATL",0,0,33
"724569","ATL",0,0,25
"724571","ATL",0,0,21
"724574","ATL",0,0,70
"724575","ATL",0,0,84
"724576","ATL",17,0,75
"724579","ATL",0,0,162
"724580","ATL",0,0,175
"724582","ATL",0,0,188
"724583","ATL",0,0,17
"724585","ATL",0,0,143
"724587","ATL",0,0,114
"724588","ATL",4,0,18
"724591","ATL",0,0,0
"724592","ATL",0,0,0
"724596","ATL",0,0,28
"724597","ATL",1,0,40
"724598","ATL",3,0,92
"724599","ATL",0,0,75
"724600","ATL",0,0,13
"724603","ATL",0,0,27
"724605","ATL",0,0,65
"724611","ATL",0,0,54
"724612","ATL",28,0,13
"724613","ATL",75,0,28
"724615","ATL",0,0,0
"724617","ATL",0,0,103
"724618","ATL",0,0,82
"724619","ATL",0,0,178
"724621","ATL",0,0,57
"724627","ATL",0,0,32
"724629","ATL",0,0,24
"724630","ATL",52,0,23
"724632","ATL",0,0,179
"724634","ATL",0,0,268
"724636","ATL",0,0,150
"724638","ATL",15,0,77
"724642","ATL",0,0,167
"724644","ATL",0,0,184
"724645","ATL",0,0,99
"724646","ATL",0,0,58
"724650","ATL",0,0,68
"724652","ATL",0,0,131
"724653","ATL",0,0,0
"724654","ATL",0,0,0
"724656","ATL",23,0,153
"724657","ATL",0,0,16
"724658","LAX",0,0,0
"724662","ATL",0,0,0
"724667","ATL",0,0,97
"724670","ATL",0,0,0
"724672","ATL",0,0,23
"724673","ATL",0,0,61
"724674","ATL",0,0,181
"724675","ATL",0,0,46
"724677","ATL",0,0,14
"724681","ATL",0,0,156
"724683","ATL",31,0,57
"724685","ATL",0,0,37
"724688","ATL",0,0,40
"724689","ATL",0,0,37
"724690","ATL",0,0,0
"724691","ATL",0,0,0
"724693","ATL",13,0,75
"724694","ATL",0,0,35
"724696","ATL",60,0,61
"724701","ATL",0,0,0
"724703","ATL",56,0,24
"724709","ATL",0,0,0
"724712","ATL",0,0,206
"724719","ATL",13,0,143
"724722","ATL",0,0,69
"724723","LAX",0,0,0
"724727","ATL",0,0,170
"724728","ATL",0,0,0
"724730","ATL",0,0,15
"724739","ATL",0,0,83
"724740","ATL",0,0,21
"724741","ATL",0,0,0
"724745","ATL",0,0,68
"724747","ATL",0,0,56
"724750","ATL",0,0,45
"724758","ATL",0,0,131
"724761","ATL",0,0,108
"724762","ATL",23,0,0
"724763","ATL",41,0,80
"724767","ATL",0,0,62
"724770","ATL",0,0,86
"724775","ATL",0,0,16
"724778","ATL",0,0,46
"724785","ATL",0,0,0
"724789","ATL",0,0,35
"724791","ATL",3,0,18
"724798","ATL",0,0,0
"724800","ATL",0,0,30
"724801","ATL",0,0,83
"724803","ATL",0,0,0
"724809","ATL",0,0,0
"724815","ATL",0,0,51
"724818","ATL",54,0,63
"724820","ATL",0,0,6
"724822","ATL",48,0,80
"724823","ATL",0,0,0
"724825","ATL",0,0,7
"724827","ATL",0,0,52
"724829","ATL",0,0,62
"724841","LAX",0,0,0
"724862","ATL",0,0,0
"724865","ATL",0,0,0
"724866","ATL",0,0,50
"724872","ATL",0,0,18
"724875","ATL",0,0,112
"724876","ATL",0,0,0
"724878","ATL",33,0,11
"724880","ATL",10,0,14
"724883","LAX",0,0,36
"724884","LAX",0,0,29
"724891","ATL",0,0,11
"724893","LAX",0,0,0
"724895","ATL",0,0,0
"724896","ATL",36,0,0
"724899","ATL",0,0,53
"724900","ATL",0,0,22
"724906","ATL",0,0,59
"724909","LAX",0,0,10
"724916","ATL",0,0,0
"724917","ATL",6,0,0
"724921","ATL",0,0,96
"724923","ATL",21,0,0
"724924","ATL",5,0,17
"724925","ATL",0,0,0
"724927","ATL",6,0,31
"724935","ATL",0,0,36
"724936","ATL",33,0,0
"724941","ATL",0,0,13
"724945","ATL",0,0,0
"724953","ATL",6,0,25
"724954","ATL",31,0,14
"724956","ATL",0,0,12
"724958","ATL",0,0,15
"724964","ATL",0,0,28
"724965","LAX",0,0,0
"724968","ATL",0,0,50
"724969","ATL",0,0,10
"724970","ATL",38,0,21
"724971","ATL",0,0,15
"724976","ATL",0,0,0
"724977","ATL",0,0,0
"724981","ATL",30,0,0
"724983","ATL",0,0,48
"724984","ATL",0,0,19
"724986","ATL",0,0,59
"724987","ATL",2,0,6
"724989","ATL",0,0,23
"724991","ATL",7,0,8
"724995","ATL",0,0,14
"724998","ATL",42,0,42
"725000","ATL",0,0,11
"725003","ATL",15,0,22
"725005","ATL",0,0,0
"725009","ATL",12,0,31
"725013","ATL",4,0,0
"725020","ATL",3,0,49
"725023","ATL",10,0,0
"725032","ATL",7,0,0
"725033","ATL",0,0,123
"725034","ATL",0,0,0
"725035","ATL",0,0,0
"725036","LAX",0,0,0
"725039","ATL",0,0,114
"725040","ATL",0,0,0
"725041","ATL",0,0,9
"725044","ATL",0,0,0
"725046","ATL",0,0,0
"725048","LAX",0,0,12
"725049","ATL",0,0,51
"725056","ATL",13,0,0
"725060","ATL",0,0,0
"725064","ATL",0,0,6
"725066","ATL",1,0,58
"725067","ATL",0,0,2
"725068","ATL",0,0,16
"725075","ATL",0,0,0
"725078","LAX",0,0,7
"725080","ATL",17,0,0
"725082","ATL",3,0,25
"725084","ATL",0,0,14
"725086","ATL",0,0,66
"725088","ATL",0,0,0
"725091","LAX",0,0,4
"725093","ATL",0,0,0
"725094","LAX",0,0,0
"725096","ATL",48,0,0
"725101","ATL",0,0,28
"725103","ATL",0,0,0
"725106","ATL",11,0,0
"725107","ATL",0,0,9
"725108","ATL",14,0,0
"725109","LAX",0,0,0
"725114","ATL",0,0,114
"725115","ATL",13,0,0
"725116","ATL",18,0,3
"725119","ATL",0,0,14
"725125","ATL",0,0,7
"725127","ATL",7,0,3
"725128","ATL",0,0,0
"725129","ATL",16,0,0
"725133","ATL",5,0,2
"725134","ATL",0,0,0
"725135","ATL",0,0,1
"725140","ATL",0,0,15
"725143","ATL",0,0,29
"725145","ATL",0,0,0
"725148","ATL",0,0,16
"725149","ATL",23,0,114
"725153","ATL",27,0,0
"725155","ATL",30,0,0
"725156","LAX",0,0,338
"725158","ATL",0,0,102
"725160","ATL",0,0,0
"725161","ATL",37,0,0
"725164","LAX",0,0,301
"725166","ATL",19,0,31
"725171","ATL",0,0,0
"725177","ATL",0,0,0
"725180","ATL",0,0,55
"725184","ATL",7,0,0
"725187","ATL",0,0,60
"725190","ATL",0,0,0
"725192","ATL",0,0,0
"725193","ATL",0,0,7
"725197","ATL",0,0,1
"725198","ATL",31,0,0
"725201","ATL",0,0,15
"725203","LAX",0,0,0
"725204","ATL",22,0,0
"725205","ATL",0,0,16
"725208","ATL",0,0,0
"725209","ATL",0,0,19
"725210","ATL",0,0,0
"725212","ATL",0,0,0
"725213","ATL",0,0,0
"725217","ATL",0,0,24
"725218","ATL",5,0,2
"725221","ATL",6,0,8
"725222","ATL",18,0,2
"725223","ATL",0,0,4
"725224","ATL",0,0,0
"725231","ATL",0,0,27
"725232","ATL",0,0,0
"725235","ATL",0,0,0
"725237","ATL",0,0,0
"725242","ATL",0,0,26
"725248","ATL",0,0,0
"725255","ATL",15,0,0
"725257","ATL",0,0,8
"725259","ATL",0,0,9
"725263","ATL",5,0,3
"725266","ATL",0,0,0
"725268","ATL",0,0,0
"725272","ATL",0,0,0
"725275","LAX",0,0,0
"725276","ATL",0,0,0
"725279","ATL",0,0,22
"725280","ATL",0,0,5
"725282","ATL",0,0,0
"725286","ATL",0,0,75
"725289","ATL",0,0,31
"725295","ATL",1,0,48
"725297","ATL",0,0,30
"725299","ATL",0,0,0
"725301","ATL",0,0,114
"725302","ATL",7,0,15
"725303","ATL",0,0,17
"725305","ATL",0,0,1
"725307","ATL",0,0,52
"725318","ATL",0,0,21
"725323","LAX",0,0,51
"725325","ATL",9,0,40
"725332","ATL",0,0,0
"725335","ATL",0,0,0
"725337","ATL",0,0,11
"725341","ATL",0,0,0
"725343","ATL",0,0,0
"725354","ATL",0,0,14
"725358","ATL",0,0,0
"725359","ATL",16,0,18
"725368","ATL",7,0,0
"725374","ATL",0,0,0
"725376","ATL",4,0,7
"725379","ATL",0,0,0
"725381","ATL",5,0,18
"725385","ATL",39,0,0
"725386","ATL",0,0,0
"725388","ATL",0,0,76
"725400","LAX",0,0,18
"725401","ATL",0,0,17
"725403","ATL",0,0,22
"725407","ATL",0,0,9
"725408","ATL",0,0,27
"725412","ATL",0,0,0
"725416","ATL",0,0,54
"725418","ATL",0,0,39
"725420","ATL",0,0,0
"725423","ATL",0,0,14
"725427","ATL",0,0,6
"725428","ATL",0,0,15
"725430","ATL",0,0,58
"725432","LAX",0,0,6
"725437","ATL",0,0,0
"725438","LAX",0,0,18
"725442","ATL",0,0,0
"725443","ATL",0,0,23
"725445","ATL",0,0,0
"725446","ATL",0,0,8
"725454","ATL",0,0,0
"725456","LAX",0,0,0
"725457","LAX",0,0,9
"725470","ATL",0,0,12
"725471","ATL",0,0,0
"725475","ATL",0,0,44
"725477","ATL",0,0,42
"725479","ATL",0,0,28
"725482","ATL",0,0,2
"725487","ATL",0,0,0
"725491","ATL",0,0,4
"725492","ATL",0,0,11
"725494","ATL",0,0,0
"725495","ATL",0,0,9
"725497","ATL",0,0,48
"725499","ATL",0,0,1
"725502","ATL",0,0,6
"725504","ATL",0,0,41
"725507","ATL",0,0,28
"725509","ATL",0,0,0
"725511","ATL",0,0,0
"725512","ATL",0,0,0
"725514","ATL",0,0,0
"725516","ATL",0,0,16
"725518","ATL",0,0,0
"725519","ATL",0,0,15
"725520","ATL",0,0,15
"725521","ATL",0,0,0
"725522","ATL",0,0,20
"725524","ATL",0,0,9
"725525","ATL",0,0,0
"725527","ATL",0,0,0
"725528","LAX",0,0,0
"725530","ATL",0,0,17
"725534","ATL",0,0,0
"725536","ATL",0,0,44
"725537","ATL",0,0,66
"725538","ATL",0,0,29
"725539","ATL",0,0,0
"725542","ATL",0,0,20
"725547","ATL",0,0,23
"725548","ATL",0,0,0
"725549","ATL",0,0,0
"725550","ATL",0,0,6
"725558","ATL",0,0,60
"725559","ATL",0,0,80
"725561","ATL",0,0,17
"725567","ATL",0,0,7
"725568","ATL",0,0,0
"725570","ATL",0,0,7
"725571","ATL",0,0,0
"725572","ATL",0,0,0
"725574","ATL",0,0,0
"725576","ATL",0,0,29
"725577","ATL",0,0,0
"725578","ATL",0,0,4
"725580","ATL",0,0,21
"725581","ATL",0,0,8
"725582","ATL",0,0,37
"725584","ATL",0,0,0
"725586","ATL",0,0,0
"725587","ATL",0,0,29
"725589","ATL",0,0,0
"725592","ATL",0,0,0
"725593","ATL",0,0,38
"725601","ATL",0,0,0
"725609","ATL",0,0,0
"725613","ATL",0,0,93
"725614","ATL",0,0,0
"725617","ATL",0,0,66
"725625","ATL",0,0,32
"725628","ATL",0,0,1
"725629","ATL",0,0,0
"725631","ATL",0,0,64
"725633","ATL",0,0,0
"725635","ATL",0,0,37
"725636","ATL",0,0,22
"725639","ATL",0,0,17
"725642","ATL",0,0,0
"725643","LAX",0,0,3
"725646","ATL",0,0,9
"725649","ATL",0,0,58
"725652","ATL",0,0,5
"725654","ATL",0,0,0
"725655","ATL",0,0,0
"725658","ATL",0,0,14
"725664","ATL",0,0,0
"725668","LAX",0,0,57
"725671","ATL",0,0,0
"725674","ATL",0,0,0
"725676","ATL",0,0,4
"725677","ATL",0,0,37
"725684","ATL",0,0,37
"725685","ATL",0,0,0
"725694","ATL",0,0,20
"725695","ATL",0,0,59
"725699","ATL",0,0,17
"725701","ATL",0,0,23
"725705","ATL",0,0,20
"725708","ATL",0,0,0
"725710","ATL",0,0,52
"725713","ATL",0,0,7
"725718","ATL",0,0,14
"725723","ATL",0,0,56
"725728","ATL",0,0,0
"725730","ATL",0,0,4
"725731","ATL",0,0,27
"725732","ATL",0,0,27
"725733","ATL",0,0,24
"725736","ATL",0,0,80
"725738","ATL",0,0,14
"725739","ATL",0,0,13
"725741","ATL",0,0,21
"725744","ATL",0,0,0
"725746","ATL",0,0,30
"725749","ATL",0,0,38
"725751","ATL",0,0,71
"725754","ATL",0,0,27
"725755","ATL",0,0,83
"725763","ATL",0,0,82
"725765","ATL",0,0,139
"725768","ATL",0,0,27
"725770","ATL",0,0,0
"725772","ATL",0,0,94
"725773","LAX",0,0,137
"725774","ATL",0,0,99
"725780","ATL",0,0,46
"725785","ATL",0,0,24
"725791","ATL",0,0,4
"725793","ATL",0,0,6
"725795","ATL",0,0,44
"725798","ATL",0,0,0
"725800","ATL",0,0,25
"725801","ATL",7,0,22
"725802","ATL",0,0,25
"725804","ATL",0,0,0
"725808","ATL",0,0,7
"725812","ATL",0,0,0
"725814","ATL",0,0,45
"725815","ATL",0,0,0
"725820","ATL",0,0,28
"725821","ATL",0,0,0
"725822","ATL",0,0,0
"725823","ATL",0,0,59
"725830","ATL",0,0,15
"725831","ATL",0,0,95
"725833","ATL",0,0,10
"725834","ATL",0,0,0
"725835","ATL",0,0,0
"725836","ATL",0,0,73
"725838","ATL",0,0,0
"725839","ATL",0,0,18
"725842","ATL",0,0,0
"725843","ATL",0,0,77
"725848","ATL",0,0,47
"725849","ATL",0,0,30
"725850","ATL",0,0,24
"725853","ATL",0,0,2
"725854","ATL",0,0,14
"725855","ATL",0,0,0
"725858","ATL",0,0,49
"725860","ATL",0,0,0
"725864","ATL",0,0,35
"725865","ATL",0,0,2
"725867","ATL",0,0,30
"725869","ATL",0,0,2
"725872","ATL",0,0,0
"725874","ATL",0,0,45
"725877","LAX",0,0,64
"725880","ATL",0,0,20
"725882","ATL",0,0,7
"725888","ATL",0,0,49
"725889","ATL",0,0,0
"725893","ATL",0,0,0
"725896","ATL",0,0,0
"725898","ATL",0,0,27
"725900","ATL",0,0,27
"725903","ATL",0,0,0
"725905","ATL",0,0,27
"725906","ATL",0,0,0
"725907","ATL",0,0,31
"725911","LAX",0,0,33
"725913","ATL",0,0,31
"725918","LAX",0,0,0
"725919","ATL",0,0,8
"725921","ATL",0,0,18
"725924","ATL",0,0,47
"725926","ATL",0,0,25
"725928","ATL",0,0,89
"725929","ATL",0,0,12
"725933","ATL",0,0,8
"725937","ATL",0,0,26
"725938","ATL",0,0,6
"725939","ATL",0,0,16
"725943","ATL",0,0,60
"725944","ATL",0,0,22
"725946","ATL",0,0,11
"725950","ATL",0,0,41
"725960","ATL",0,0,36
"725961","ATL",0,0,0
"725964","ATL",0,0,0
"725971","ATL",0,0,48
"725974","ATL",0,0,0
"725982","ATL",0,0,16
"725984","ATL",0,0,44
"725985","ATL",0,0,17
"725989","ATL",0,0,0
"725994","ATL",0,0,0
"725995","LAX",0,0,4
"725999","ATL",0,0,28
"726007","ATL",0,0,0
"726015","ATL",0,0,132
"726024","ATL",0,0,56
"726026","ATL",0,0,16
"726032","ATL",0,0,9
"726035","ATL",0,0,5
"726038","ATL",0,0,32
"726041","ATL",0,0,67
"726046","ATL",0,0,2
"726063","ATL",0,0,14
"726064","ATL",0,0,3
"726069","ATL",0,0,0
"726073","ATL",0,0,12
"726074","LAX",0,0,13
"726075","ATL",0,0,0
"726081","LAX",0,0,16
"726084","ATL",0,0,10
"726087","LAX",0,0,0
"726088","ATL",0,0,16
"726092","LAX",0,0,28
"726093","LAX",0,0,0
"726111","ATL",0,0,0
"726113","ATL",0,0,10
"726114","ATL",0,0,0
"726115","ATL",0,0,13
"726118","ATL",0,0,11
"726120","ATL",0,0,0
"726125","ATL",0,0,0
"726129","ATL",0,0,0
"726132","ATL",0,0,3
"726143","ATL",0,0,0
"726146","ATL",0,0,8
"726150","ATL",0,0,7
"726152","ATL",0,0,0
"726155","ATL",0,0,0
"726156","ATL",0,0,0
"726157","ATL",0,0,0
"726169","ATL",0,0,17
"726171","ATL",0,0,15
"726173","ATL",0,0,26
"726175","ATL",0,0,25
"726178","ATL",0,0,15
"726187","ATL",0,0,1
"726188","ATL",0,0,0
"726190","ATL",0,0,0
"726193","ATL",0,0,0
"726195","ATL",0,0,3
"726199","ATL",0,0,15
"726202","ATL",0,0,0
"726209","ATL",0,0,20
"726212","ATL",0,0,0
"726213","ATL",0,0,0
"726214","ATL",0,0,0
"726217","ATL",0,0,24
"726220","ATL",0,0,12
"726221","ATL",0,0,26
"726225","ATL",0,0,0
"726229","ATL",0,0,3
"726230","ATL",0,0,0
"726234","ATL",0,0,0
"726239","ATL",0,0,17
"726243","ATL",0,0,149
"726245","ATL",0,0,71
"726248","ATL",0,0,0
"726250","LAX",0,0,0
"726251","ATL",0,0,0
"726255","ATL",0,0,54
"726256","ATL",0,0,8
"726259","ATL",0,0,10
"726262","ATL",0,0,77
"726264","ATL",0,0,17
"726266","ATL",0,0,6
"726269","ATL",0,0,21
"726274","ATL",0,0,15
"726278","ATL",0,0,7
"726285","ATL",0,0,12
"726291","ATL",0,0,9
"726296","ATL",0,0,5
"726298","ATL",0,0,4
"726299","ATL",0,0,0
"726300","ATL",0,0,12
"726301","LAX",0,0,11
"726308","ATL",0,0,3
"726309","ATL",0,0,19
"726310","ATL",0,0,0
"726313","ATL",0,0,0
"726322","ATL",0,0,2
"726324","ATL",0,0,0
"726327","ATL",0,0,9
"726329","ATL",0,0,3
"726331","ATL",0,0,0
"726332","ATL",0,0,3
"726334","ATL",0,0,0
"726336","ATL",0,0,12
"726338","ATL",0,0,0
"726343","ATL",0,0,44
"726344","ATL",0,0,0
"726350","ATL",0,0,13
"726352","ATL",0,0,8
"726356","ATL",0,0,3
"726358","ATL",0,0,0
"726366","ATL",0,0,0
"726367","ATL",0,0,5
"726371","ATL",0,0,38
"726372","ATL",0,0,12
"726376","ATL",0,0,11
"726382","LAX",0,0,128
"726387","LAX",0,0,156
"726390","ATL",0,0,16
"726391","ATL",0,0,0
"726392","ATL",0,0,4
"726396","ATL",0,0,10
"726397","ATL",0,0,26
"726398","ATL",0,0,0
"726400","ATL",0,0,0
"726401","ATL",0,0,0
"726406","ATL",0,0,5
"726410","ATL",0,0,21
"726412","ATL",0,0,50
"726414","ATL",0,0,0
"726416","ATL",0,0,19
"726422","ATL",0,0,20
"726423","ATL",0,0,29
"726434","LAX",0,0,31
"726444","ATL",0,0,13
"726451","ATL",0,0,0
"726453","ATL",0,0,18
"726456","ATL",0,0,6
"726465","ATL",0,0,0
"726483","ATL",0,0,0
"726486","ATL",0,0,27
"726489","ATL",0,0,5
"726491","ATL",0,0,0
"726492","LAX",0,0,17
"726496","ATL",0,0,0
"726502","ATL",0,0,0
"726505","ATL",0,0,0
"726507","ATL",0,0,0
"726510","ATL",0,0,0
"726513","ATL",0,0,1
"726520","ATL",0,0,5
"726525","ATL",0,0,11
"726526","ATL",0,0,24
"726528","ATL",0,0,7
"726530","ATL",0,0,0
"726531","ATL",0,0,0
"726533","ATL",0,0,0
"726535","ATL",0,0,0
"726536","LAX",0,0,17
"726539","ATL",0,0,5
"726540","ATL",0,0,13
"726541","ATL",0,0,0
"726542","ATL",0,0,16
"726545","ATL",0,0,5
"726547","ATL",0,0,6
"726549","ATL",0,0,0
"726551","LAX",0,0,68
"726552","ATL",0,0,0
"726559","ATL",0,0,0
"726560","LAX",0,0,0
"726568","ATL",0,0,0
"726570","ATL",0,0,0
"726573","ATL",0,0,0
"726575","ATL",0,0,0
"726578","ATL",0,0,14
"726584","ATL",0,0,0
"726596","ATL",0,0,14
"726597","ATL",0,0,0
"726601","ATL",0,0,10
"726604","ATL",0,0,5
"726608","ATL",0,0,7
"726615","ATL",0,0,0
"726617","ATL",0,0,9
"726618","ATL",0,0,15
"726630","ATL",0,0,0
"726637","ATL",0,0,3
"726638","ATL",0,0,18
"726652","ATL",0,0,0
"726657","ATL",0,0,1
"726659","ATL",0,0,0
"726661","ATL",0,0,0
"726686","ATL",0,0,7
"726688","ATL",0,0,0
"726692","ATL",0,0,0
"726693","ATL",0,0,0
"726694","LAX",0,0,9
"726699","ATL",0,0,0
"726706","LAX",0,0,0
"726710","ATL",0,0,10
"726711","ATL",0,0,0
"726722","ATL",0,0,35
"726725","ATL",0,0,0
"726727","ATL",0,0,24
"726729","ATL",0,0,9
"726730","ATL",0,0,0
"726738","ATL",0,0,0
"726740","ATL",0,0,139
"726743","ATL",0,0,7
"726744","ATL",0,0,0
"726749","ATL",0,0,0
"726752","ATL",0,0,60
"726754","ATL",0,0,0
"726755","ATL",0,0,15
"726759","ATL",0,0,0
"726763","ATL",0,0,82
"726766","ATL",0,0,8
"726767","ATL",0,0,2
"726771","ATL",0,0,23
"726775","ATL",0,0,36
"726776","ATL",0,0,0
"726778","ATL",0,0,0
"726780","ATL",0,0,0
"726783","ATL",0,0,129
"726788","LAX",0,0,0
"726790","ATL",0,0,78
"726798","ATL",0,0,3
"726799","ATL",0,0,0
"726802","ATL",0,0,0
"726804","ATL",0,0,0
"726805","ATL",0,0,0
"726806","ATL",0,0,8
"726807","ATL",0,0,0
"726808","ATL",0,0,0
"726811","ATL",0,0,0
"726817","ATL",0,0,0
"726823","ATL",0,0,0
"726825","ATL",0,0,0
"726827","ATL",0,0,18
"726857","ATL",0,0,0
"726885","ATL",0,0,0
"726886","ATL",0,0,0
"726893","ATL",0,0,106
"726894","ATL",0,0,0
"726895","ATL",0,0,65
"726897","ATL",0,0,0
"726898","ATL",0,0,0
"726899","ATL",0,0,0
"726901","ATL",0,0,0
"726904","ATL",0,0,0
"726905","ATL",0,0,0
"726910","ATL",0,0,0
"726911","ATL",0,0,0
"726915","ATL",0,0,0
"726919","ATL",0,0,0
"726920","ATL",0,0,0
"726922","ATL",0,0,0
"726924","ATL",0,0,0
"726934","ATL",0,0,0
"726936","ATL",0,0,14
"726937","ATL",0,0,0
"726938","ATL",0,0,1
"726946","ATL",0,0,24
"726947","ATL",0,0,32
"726949","ATL",0,0,0
"726952","ATL",0,0,5
"726959","ATL",0,0,23
"726961","ATL",0,0,0
"726965","ATL",0,0,0
"726966","ATL",0,0,0
"726969","ATL",0,0,25
"726972","ATL",0,0,19
"726973","ATL",0,0,0
"726975","ATL",0,0,13
"726983","ATL",0,0,0
"726984","ATL",0,0,0
"726993","ATL",0,0,0
"726999","ATL",0,0,0
"727004","ATL",0,0,0
"727014","ATL",0,0,0
"727020","ATL",0,0,9
"727026","LAX",0,0,9
"727032","ATL",0,0,102
"727033","ATL",0,0,76
"727037","LAX",0,0,4
"727040","ATL",0,0,14
"727042","ATL",0,0,58
"727044","ATL",0,0,0
"727050","LAX",0,0,26
"727057","ATL",0,0,147
"727073","ATL",0,0,0
"727074","ATL",0,0,23
"727075","ATL",0,0,0
"727076","ATL",0,0,0
"727077","ATL",0,0,0
"727078","ATL",0,0,0
"727084","ATL",0,0,9
"727085","ATL",0,0,27
"727086","ATL",0,0,49
"727087","ATL",0,0,40
"727089","ATL",0,0,16
"727090","ATL",0,0,0
"727094","ATL",0,0,13
"727097","ATL",0,0,0
"727100","ATL",0,0,0
"727103","ATL",0,0,7
"727104","ATL",0,0,0
"727107","ATL",0,0,23
"727117","ATL",0,0,2
"727118","ATL",0,0,14
"727119","ATL",0,0,37
"727123","ATL",0,0,0
"727126","ATL",0,0,0
"727137","ATL",0,0,0
"727143","ATL",0,0,16
"727148","ATL",0,0,0
"727149","ATL",0,0,25
"727152","ATL",0,0,0
"727153","ATL",0,0,26
"727155","LAX",0,0,21
"727156","ATL",0,0,59
"727157","ATL",0,0,0
"727158","ATL",0,0,0
"727161","ATL",0,0,0
"727166","ATL",0,0,25
"727174","ATL",0,0,18
"727179","ATL",0,0,0
"727180","ATL",0,0,0
"727182","ATL",0,0,83
"727184","ATL",0,0,11
"727189","ATL",0,0,17
"727196","LAX",0,0,17
"727214","ATL",0,0,15
"727239","ATL",0,0,4
"727248","ATL",0,0,4
"727249","ATL",0,0,91
"727250","ATL",0,0,11
"727256","ATL",0,0,111
"727260","ATL",0,0,0
"727261","ATL",0,0,2
"727262","ATL",0,0,0
