"","Origin","Weather","Security","LateAircraft"
"154901","LAX",0,0,1
"154904","LAX",0,0,0
"154907","LAX",4,0,15
"155220","ATL",0,0,78
"155221","ATL",0,0,46
"155222","ATL",0,0,30
"155223","ATL",0,0,74
"155224","ATL",0,0,0
"155225","ATL",0,0,0
"155226","ATL",0,0,0
"155227","ATL",0,0,0
"155228","ATL",7,0,0
"155229","ATL",0,0,0
"155230","ATL",0,0,38
"155231","ATL",0,0,32
"155232","ATL",0,0,0
"155233","ATL",0,0,52
"155406","ATL",0,0,0
"155407","ATL",6,0,0
"155408","ATL",0,0,0
"155409","ATL",0,0,54
"155410","ATL",13,0,23
"155411","ATL",0,0,12
"155414","ATL",0,0,82
"155415","ATL",0,0,18
"155457","LAX",0,0,30
"155458","LAX",0,0,0
"155461","LAX",0,0,0
"155462","LAX",0,0,21
"155463","LAX",0,0,9
"155466","LAX",0,0,18
"155468","LAX",0,0,0
"155470","LAX",0,0,0
"155471","LAX",0,0,0
"155472","LAX",0,0,29
"155473","LAX",0,0,0
"155620","LAX",0,0,0
"155622","LAX",0,0,0
"155625","LAX",0,0,9
"155626","LAX",0,0,0
"155627","LAX",0,0,0
"155661","ATL",0,0,0
"155663","ATL",0,0,0
"155664","ATL",0,0,27
"155665","ATL",0,0,0
"155666","ATL",0,0,6
"155668","ATL",0,0,14
"155717","LAX",0,0,0
"155718","LAX",0,0,0
"155719","LAX",0,0,0
"156278","LAX",0,0,4
"156280","LAX",0,0,60
"156282","LAX",0,0,3
"156284","LAX",0,0,0
"156285","LAX",0,0,24
"156289","LAX",0,0,22
"156904","LAX",0,0,0
"156905","LAX",0,0,47
"156906","LAX",0,0,0
"156907","LAX",0,0,0
"156908","LAX",0,0,0
"156909","LAX",0,0,0
"156911","LAX",0,0,9
"156912","LAX",0,0,0
"156913","LAX",0,0,0
"156914","LAX",0,0,9
"156915","LAX",0,0,0
"156916","LAX",0,0,0
"156917","LAX",0,0,13
"156918","LAX",0,0,0
"156920","LAX",0,0,9
"156921","LAX",0,0,19
"156922","LAX",0,0,15
"156926","LAX",0,0,62
"156928","LAX",0,0,92
"156931","LAX",0,0,0
"156935","LAX",0,0,17
"156937","LAX",0,0,57
"156938","LAX",0,0,44
"156941","LAX",0,0,39
"157221","LAX",75,0,6
"157222","LAX",0,0,24
"157223","LAX",0,0,30
"157224","LAX",0,0,47
"157225","LAX",0,0,0
"157227","LAX",0,0,0
"157228","LAX",0,0,0
"157229","LAX",0,0,0
"157230","LAX",0,0,0
"157231","LAX",0,0,0
"157232","LAX",0,0,9
"157233","LAX",0,0,0
"157234","LAX",0,0,39
"157235","LAX",0,0,0
"157236","LAX",0,0,0
"157237","LAX",0,0,10
"157238","LAX",0,0,25
"157239","LAX",0,0,0
"157240","LAX",0,0,20
"157805","LAX",0,0,22
"157806","LAX",0,0,29
"157808","LAX",0,0,16
"157809","LAX",0,0,69
"157810","LAX",0,0,29
"157811","LAX",0,0,31
"157813","LAX",0,0,0
"157814","LAX",0,0,0
"157815","LAX",0,0,0
"157816","LAX",0,0,1
"157817","LAX",0,0,35
"157818","LAX",0,0,40
"157819","LAX",0,0,89
"157821","LAX",0,0,43
"157822","LAX",0,0,12
"157823","LAX",0,0,0
"157981","ATL",0,0,15
"157982","ATL",0,0,0
"157986","ATL",0,0,0
"157987","ATL",0,0,0
"158330","ATL",0,0,11
"158332","ATL",0,0,0
"158333","ATL",0,0,18
"158334","ATL",0,0,0
"158336","ATL",0,0,57
"158337","ATL",20,0,18
"158340","ATL",0,0,52
"158341","ATL",0,0,44
"158343","ATL",0,0,7
"158503","LAX",0,0,23
"158504","LAX",0,0,15
"158507","LAX",0,0,9
"158549","ATL",0,0,0
"158596","LAX",0,0,10
"158597","LAX",0,0,0
"158598","LAX",0,0,0
"158599","LAX",0,0,0
"158600","LAX",0,0,0
"158601","LAX",0,0,0
"158602","LAX",0,0,0
"158603","LAX",0,0,23
"158605","LAX",0,0,0
"158606","LAX",0,0,0
"158609","LAX",0,0,1
"158610","LAX",0,0,1
"158611","LAX",0,0,10
"158612","LAX",0,0,4
"158613","LAX",0,0,0
"158615","LAX",0,0,0
"158701","ATL",0,0,0
"158717","LAX",0,0,0
"158718","LAX",0,0,66
"158719","LAX",13,0,117
"158720","LAX",0,0,32
"158721","LAX",0,0,0
"158725","LAX",0,0,0
"158726","LAX",0,0,0
"158727","LAX",0,0,0
"158728","LAX",0,0,0
"158729","LAX",0,0,20
"158730","LAX",0,0,28
"158731","LAX",0,0,0
"158907","LAX",0,0,0
"158951","ATL",0,0,16
"158952","ATL",0,0,5
"158954","ATL",0,0,45
"158955","ATL",0,0,0
"158956","ATL",32,0,30
"158958","ATL",0,0,76
"158960","ATL",0,0,34
"159248","LAX",0,0,0
"159249","LAX",0,0,3
"159250","LAX",0,0,0
"159251","LAX",0,0,3
"159252","LAX",0,0,0
"159253","LAX",0,0,0
"159254","LAX",0,0,21
"159255","LAX",0,0,0
"159257","LAX",0,0,15
"159258","LAX",0,0,0
"159259","LAX",0,0,0
"159261","LAX",0,0,0
"159262","LAX",0,0,11
"159263","LAX",0,0,40
"159264","LAX",0,0,183
"159930","ATL",0,0,0
"159931","ATL",0,0,0
"159932","ATL",0,0,9
"159933","ATL",0,0,0
"159934","ATL",0,0,29
"159935","ATL",0,0,3
"159937","ATL",0,0,119
"159939","ATL",0,0,0
"159940","ATL",0,0,144
"159941","ATL",0,0,0
"160148","LAX",0,0,42
"160150","LAX",0,0,14
"160152","LAX",0,0,0
"160155","LAX",0,0,45
"160375","LAX",0,0,0
"160376","LAX",0,0,167
"160377","LAX",0,0,15
"160380","LAX",0,0,1
"160381","LAX",0,0,6
"160382","LAX",0,0,0
"160429","LAX",0,0,0
"160487","LAX",0,0,254
"160488","LAX",0,0,0
"160489","LAX",0,0,0
"160490","LAX",0,0,6
"160491","LAX",0,0,0
"160492","LAX",0,0,0
"160493","LAX",0,0,0
"160494","LAX",0,0,0
"160495","LAX",0,0,14
"160496","LAX",0,0,0
"160497","LAX",0,0,0
"160498","LAX",0,0,0
"160499","LAX",0,0,0
"160500","LAX",0,0,0
"160501","LAX",0,0,0
"160673","ATL",0,0,81
"160674","ATL",0,0,1
"160675","ATL",0,0,57
"160681","ATL",0,0,51
"160682","ATL",0,0,32
"160683","ATL",6,0,0
"160685","ATL",0,0,64
"160686","ATL",0,0,18
"160690","ATL",0,0,117
"160691","ATL",0,0,8
"160738","LAX",0,0,0
"160739","LAX",0,0,7
"160740","LAX",0,0,304
"160741","LAX",0,0,91
"160742","LAX",0,0,41
"160743","LAX",0,0,28
"160744","LAX",0,0,153
"160745","LAX",0,0,51
"160746","LAX",0,0,134
"160747","LAX",0,0,103
"160749","LAX",0,0,93
"160750","LAX",0,0,107
"160754","LAX",0,0,134
"160755","LAX",0,0,60
"160756","LAX",0,0,0
"160757","LAX",0,0,135
"160758","LAX",0,0,0
"160759","LAX",0,0,25
"160760","LAX",0,0,23
"160761","LAX",0,0,95
"160762","LAX",0,0,143
"160899","LAX",0,0,10
"160901","LAX",0,0,56
"160902","LAX",0,0,2
"160903","LAX",0,0,0
"160905","LAX",0,0,0
"160907","LAX",0,0,45
"160966","ATL",0,0,41
"160967","ATL",0,0,0
"160968","ATL",0,0,37
"160969","ATL",0,0,79
"160971","ATL",8,0,0
"160972","ATL",0,0,132
"160973","ATL",0,0,5
"160974","ATL",0,0,0
"160975","ATL",0,0,0
"161039","ATL",0,0,0
"161043","ATL",0,0,0
"161044","ATL",0,0,0
"161046","ATL",0,0,19
"161047","ATL",0,0,11
"161048","ATL",0,0,55
"161050","ATL",0,0,38
"161051","ATL",0,0,30
"161052","ATL",0,0,5
"161053","ATL",0,0,0
"161054","ATL",0,0,3
"161055","ATL",0,0,48
"162181","LAX",0,0,0
"162182","LAX",0,0,13
"162185","LAX",0,0,34
"162186","LAX",0,0,24
"162190","LAX",0,0,136
"162356","LAX",0,0,0
"162357","LAX",0,0,0
"162395","LAX",0,0,0
"162396","LAX",0,0,19
"162397","LAX",0,0,13
"162398","LAX",0,0,45
"162399","LAX",0,0,0
"162401","LAX",0,0,50
"162402","LAX",0,0,14
"162404","LAX",0,0,72
"162405","LAX",0,0,60
"162407","LAX",0,0,106
"162409","LAX",0,0,0
"162478","LAX",0,0,6
"162480","LAX",0,0,31
"162481","LAX",0,0,0
"162482","LAX",0,0,87
"162483","LAX",0,0,32
"162484","LAX",0,0,251
"162485","LAX",0,0,13
"162486","LAX",0,0,0
"162487","LAX",0,0,128
"162488","LAX",0,0,0
"162489","LAX",0,0,38
"162490","LAX",0,0,27
"162493","LAX",0,0,17
"162494","LAX",0,0,42
"162496","LAX",0,0,15
"162560","LAX",0,0,0
"162565","LAX",0,0,1
"163214","ATL",0,0,4
"163337","ATL",0,0,42
"163338","ATL",0,0,0
"163339","ATL",0,0,110
"163340","ATL",0,0,0
"163341","ATL",0,0,40
"163342","ATL",0,0,51
"163343","ATL",0,0,0
"163345","ATL",0,0,0
"163346","ATL",0,0,70
"163347","ATL",0,0,14
"163383","LAX",0,0,9
"163384","LAX",0,0,0
"163387","LAX",0,0,0
"163388","LAX",0,0,0
"163389","LAX",0,0,0
"163390","LAX",0,0,1
"163423","LAX",0,0,0
"163426","LAX",15,0,79
"163428","LAX",0,0,0
"163440","LAX",0,0,0
"163441","LAX",0,0,0
"163442","LAX",0,0,3
"163443","LAX",0,0,0
"163445","LAX",0,0,0
"163446","LAX",0,0,0
"163447","LAX",0,0,0
"163448","LAX",0,0,0
"163449","LAX",0,0,0
"163450","LAX",0,0,0
"163451","LAX",0,0,5
"163452","LAX",0,0,5
"163453","LAX",0,0,0
"163454","LAX",0,0,43
"163455","LAX",0,0,0
"163459","LAX",0,0,0
"163500","LAX",0,0,1
"163501","LAX",0,0,0
"163503","LAX",0,0,0
"163505","LAX",0,0,0
"163507","LAX",0,0,0
"163509","LAX",0,0,0
"163513","LAX",0,0,0
"163541","LAX",0,5,2
"163542","LAX",0,0,0
"163545","LAX",0,0,0
"163546","LAX",0,0,20
"163549","LAX",4,0,26
"163569","LAX",0,0,7
"163572","LAX",0,0,56
"163574","LAX",0,0,8
"163575","LAX",0,0,25
"163579","LAX",0,0,0
"163583","LAX",0,0,0
"163586","LAX",0,0,100
"163587","LAX",0,0,39
"163588","LAX",0,0,0
"163589","LAX",0,0,5
"163590","LAX",0,0,13
"163594","LAX",0,0,25
"163613","LAX",0,0,0
"163616","LAX",0,0,238
"163617","LAX",0,0,0
"163619","LAX",0,0,62
"163624","LAX",0,0,0
"163634","LAX",0,0,55
"163636","LAX",0,0,144
"163637","LAX",0,0,39
"163643","LAX",0,0,16
"163644","LAX",0,0,74
"163645","LAX",0,0,0
"163647","LAX",0,0,36
"163648","LAX",0,0,0
"163660","LAX",0,0,22
"163661","LAX",0,0,0
"163662","LAX",0,0,23
"163663","LAX",0,0,21
"163664","LAX",0,0,69
"163665","LAX",0,0,69
"163666","LAX",0,0,13
"163667","LAX",0,0,14
"163668","LAX",0,0,21
"163671","LAX",0,0,24
"163673","LAX",0,0,0
"163674","LAX",0,0,57
"163675","LAX",0,0,7
"163680","LAX",0,0,196
"163725","LAX",0,0,55
"163727","LAX",0,0,6
"163728","LAX",0,0,24
"163731","LAX",0,0,33
"163732","LAX",0,0,16
"163734","LAX",0,0,6
"163735","LAX",0,0,42
"163736","LAX",0,0,24
"163738","LAX",0,0,76
"163739","LAX",0,0,19
"163740","LAX",0,0,17
"164423","LAX",0,0,0
"164454","LAX",0,0,28
"164567","LAX",0,0,27
"164787","LAX",0,0,0
"164882","LAX",0,0,0
"164884","LAX",0,0,46
"164885","LAX",0,0,45
"164905","LAX",0,4,44
"164941","LAX",0,0,0
"164958","LAX",0,0,0
"164981","LAX",0,0,110
"165012","LAX",0,0,46
"165061","LAX",0,0,0
"165109","LAX",0,0,0
"165124","LAX",0,0,0
"165127","LAX",0,0,29
"165130","LAX",0,0,0
"165154","LAX",0,0,46
"165156","LAX",0,0,0
"165172","LAX",0,0,17
"165196","LAX",0,0,0
"165198","LAX",0,0,75
"165200","LAX",0,0,0
"165205","LAX",0,0,45
"165233","LAX",0,0,0
"165270","LAX",0,0,24
"165283","LAX",0,0,41
"165302","LAX",0,0,137
"165306","LAX",0,0,65
"165307","LAX",0,0,0
"165315","LAX",0,0,0
"165355","LAX",0,0,108
"165357","LAX",0,57,0
"165423","LAX",0,0,0
"165480","LAX",0,0,0
"165536","LAX",0,0,0
"165542","LAX",0,0,0
"165577","LAX",0,0,0
"165594","LAX",0,0,0
"165596","LAX",0,0,76
"165604","LAX",0,0,0
"165648","LAX",0,0,22
"165652","LAX",0,0,34
"165674","LAX",0,0,0
"165690","LAX",0,23,0
"165778","LAX",0,0,0
"165818","LAX",0,27,0
"165836","LAX",0,0,60
"165865","LAX",0,0,0
"165907","LAX",0,0,0
"165926","LAX",0,16,0
"165942","LAX",0,0,0
"166044","LAX",0,0,22
"166091","LAX",0,0,0
"166113","LAX",0,0,86
"166121","LAX",0,0,0
"166150","LAX",0,0,0
"166255","LAX",0,0,8
"166259","LAX",0,0,0
"166286","LAX",0,0,0
"166292","LAX",0,0,14
"166305","LAX",0,0,57
"166314","LAX",0,0,0
"166381","LAX",0,0,0
"166450","LAX",0,0,0
"166481","LAX",0,0,0
"166485","LAX",0,0,66
"166541","LAX",0,0,17
"166567","LAX",0,0,0
"166580","LAX",0,7,0
"166620","LAX",0,0,0
"166688","LAX",0,0,0
"166711","LAX",0,0,0
"166723","LAX",0,0,0
"166765","LAX",0,0,25
"166791","LAX",0,0,115
"166899","LAX",0,0,0
"167007","LAX",0,0,0
"167125","LAX",0,0,103
"167150","LAX",0,0,0
"167195","LAX",0,0,186
"167197","LAX",0,0,0
"167250","LAX",0,0,0
"167296","LAX",0,0,0
"167306","LAX",0,0,27
"167327","LAX",0,0,0
"167362","LAX",0,0,411
"167433","LAX",0,0,0
"167497","LAX",0,0,9
"167665","LAX",0,0,28
"167735","LAX",0,0,0
"167840","LAX",0,0,0
"167889","LAX",0,13,140
"167891","LAX",0,0,0
"167929","LAX",0,0,0
"167963","LAX",0,0,0
"167968","LAX",0,0,0
"168028","LAX",0,0,63
"168034","LAX",0,0,0
"168134","LAX",0,0,0
"168208","LAX",0,15,0
"172632","LAX",0,0,0
"172712","ATL",0,0,0
"172788","ATL",0,0,60
"172794","LAX",0,0,112
"172814","ATL",0,0,0
"172829","ATL",0,0,25
"172837","ATL",0,0,5
"172872","LAX",0,0,0
"172876","LAX",0,0,0
"172918","LAX",0,0,11
"173145","LAX",0,0,7
"173157","LAX",0,0,85
"173161","LAX",0,0,0
"173169","LAX",0,0,0
"173175","LAX",0,0,0
"173292","LAX",0,0,12
"173300","ATL",0,0,7
"173326","LAX",0,0,0
"173334","LAX",0,0,21
"173362","ATL",0,0,0
"173403","LAX",0,0,0
"173420","ATL",0,0,0
"173448","LAX",0,0,15
"173497","ATL",0,0,0
"173580","ATL",0,0,9
"173614","LAX",0,0,14
"173632","ATL",0,0,0
"173658","ATL",0,0,0
"173666","ATL",0,0,0
"173725","LAX",0,0,41
"173733","LAX",0,0,60
"173763","ATL",0,0,0
"173880","ATL",0,0,29
"173902","LAX",0,0,17
"173985","ATL",0,0,0
"174001","LAX",0,0,10
"174100","LAX",0,0,0
"174134","LAX",0,0,16
"174204","LAX",0,0,57
"174208","ATL",0,0,0
"174225","LAX",0,0,12
"174365","ATL",0,0,0
"174382","ATL",0,0,0
"174407","LAX",0,0,31
"174449","LAX",0,0,23
"174468","LAX",0,0,18
"174498","LAX",0,0,11
"174562","LAX",0,0,17
"174564","ATL",0,0,14
"174591","LAX",0,0,28
"174603","LAX",0,0,26
"174652","LAX",0,0,11
"174758","LAX",0,0,0
"174892","LAX",0,0,0
"174998","ATL",0,0,0
"175001","LAX",0,0,14
"175034","LAX",0,0,0
"175090","ATL",0,0,0
"175139","LAX",0,0,0
"175207","ATL",0,0,0
"175260","ATL",0,12,0
"175315","LAX",0,0,20
"175349","ATL",0,0,0
"175471","LAX",0,0,77
"175604","ATL",0,0,0
"175619","ATL",0,0,0
"175665","LAX",0,0,0
"175676","ATL",0,0,0
"175708","LAX",0,0,0
"175709","ATL",0,0,93
"175717","LAX",0,0,35
"175743","LAX",0,0,0
"175782","LAX",0,0,9
"175805","LAX",0,0,39
"175829","LAX",0,0,12
"175895","ATL",0,0,0
"175949","LAX",0,0,24
"176002","LAX",0,0,34
"176027","LAX",0,0,0
"176029","ATL",0,0,0
"176034","LAX",0,0,12
"176081","ATL",0,0,0
"176105","LAX",0,0,36
"176134","LAX",0,0,15
"176154","ATL",0,0,0
"176169","ATL",0,0,0
"176173","LAX",0,0,12
"176178","ATL",0,0,0
"176189","LAX",0,0,0
"176224","ATL",0,0,0
"176246","ATL",0,0,0
"176324","LAX",0,7,8
"176337","ATL",0,0,0
"176342","LAX",0,0,45
"176368","ATL",0,0,0
"176388","ATL",0,0,0
"176391","LAX",0,0,20
"176409","ATL",0,0,0
"176419","ATL",0,0,0
"176424","LAX",0,0,0
"176440","ATL",0,0,15
"176468","ATL",0,0,83
"176532","LAX",0,0,0
"176537","LAX",0,0,20
"176644","ATL",0,0,42
"176649","ATL",0,0,0
"176700","LAX",0,0,0
"176701","ATL",0,0,0
"176711","LAX",0,0,0
"176719","ATL",0,0,0
"176722","LAX",0,0,0
"176809","LAX",0,0,24
"176931","LAX",0,0,0
"176985","LAX",0,0,37
"177011","LAX",0,0,54
"177019","ATL",0,0,23
"177055","LAX",0,0,6
"177064","LAX",0,0,0
"177137","LAX",0,0,5
"177216","LAX",0,0,29
"177237","LAX",0,0,0
"177298","ATL",0,0,0
"177317","LAX",0,0,41
"177347","LAX",0,0,27
"177461","LAX",0,0,0
"177485","ATL",0,0,0
"177506","LAX",0,13,0
"177598","ATL",0,0,0
"177616","LAX",0,0,17
"177642","LAX",0,0,0
"177660","LAX",0,0,44
"177701","LAX",0,0,0
"177742","LAX",0,0,30
"177791","LAX",0,0,28
"177811","ATL",0,0,0
"177834","LAX",0,0,36
"177860","LAX",0,0,22
"177903","LAX",0,0,0
"177942","LAX",0,0,0
"177958","LAX",0,0,0
"177961","ATL",0,0,52
"178004","LAX",0,0,51
"178045","LAX",0,0,0
"178046","LAX",0,0,91
"178075","ATL",0,0,0
"178104","ATL",0,0,0
"178142","ATL",0,0,0
"178148","LAX",0,0,0
"178172","ATL",0,0,0
"178180","LAX",0,0,16
"178204","LAX",0,0,0
"178209","ATL",0,0,0
"178212","ATL",0,0,35
"178257","ATL",0,0,0
"178317","LAX",0,0,0
"178349","LAX",0,0,13
"178411","LAX",0,0,0
"178507","LAX",0,0,0
"178534","ATL",0,0,0
"178556","LAX",0,0,13
"178664","LAX",0,0,0
"178717","LAX",0,0,0
"178728","LAX",0,0,33
"178755","ATL",0,0,0
"178811","LAX",0,0,25
"178826","LAX",0,0,135
"178924","LAX",0,0,13
"179058","ATL",0,0,0
"179116","LAX",0,0,0
"179176","LAX",0,0,0
"179228","ATL",0,0,0
"179229","LAX",0,0,0
"179265","LAX",0,0,23
"179373","ATL",0,0,0
"179485","LAX",0,0,0
"179562","LAX",0,0,0
"179629","ATL",0,0,52
"179637","LAX",0,0,33
"179745","ATL",0,0,0
"179746","LAX",0,0,18
"179749","ATL",0,0,0
"179751","ATL",0,0,7
"179753","LAX",0,0,10
"179764","LAX",0,0,10
"179776","ATL",0,0,0
"179780","ATL",0,0,0
"179789","ATL",0,0,0
"179790","ATL",0,0,0
"179791","ATL",0,0,1
"179801","ATL",0,0,2
"179806","ATL",0,0,0
"179808","ATL",0,0,0
"179810","ATL",0,0,0
"179811","ATL",0,0,10
"179812","ATL",0,0,0
"179817","ATL",0,0,6
"179819","ATL",0,0,64
"179843","LAX",0,0,7
"179845","ATL",0,0,23
"179849","ATL",0,0,4
"179850","LAX",0,0,25
"179851","ATL",0,0,0
"179855","LAX",0,0,8
"179859","ATL",0,0,0
"179865","ATL",0,0,5
"179866","ATL",0,0,6
"179867","ATL",0,0,0
"179881","ATL",0,0,0
"179887","ATL",0,0,18
"179889","ATL",0,0,4
"179891","ATL",0,0,0
"179893","ATL",0,0,0
"179896","ATL",0,0,0
"179899","ATL",0,0,5
"179900","ATL",0,0,0
"179914","ATL",0,0,0
"179922","LAX",0,0,47
"179924","ATL",0,0,18
"179928","ATL",0,0,51
"179930","ATL",0,0,25
"179936","ATL",0,0,30
"179942","LAX",0,0,22
"179951","ATL",0,0,4
"179955","ATL",0,0,13
"179960","ATL",0,0,0
"179962","ATL",0,0,0
"179964","ATL",0,0,0
"179965","ATL",0,0,5
"179970","ATL",0,0,1
"179978","ATL",0,0,9
"179992","LAX",0,0,0
"180000","LAX",0,0,12
"180017","ATL",0,0,0
"180023","ATL",0,0,39
"180033","ATL",0,0,0
"180049","ATL",0,0,6
"180072","ATL",0,0,11
"180082","ATL",0,0,16
"180083","LAX",0,0,35
"180089","ATL",0,0,0
"180096","ATL",0,0,1
"180101","LAX",0,0,25
"180104","ATL",0,0,1
"180105","LAX",0,0,12
"180111","LAX",0,0,20
"180118","LAX",0,0,0
"180121","ATL",0,0,0
"180122","ATL",0,0,9
"180130","LAX",0,0,63
"180132","LAX",0,0,3
"180143","ATL",0,0,0
"180144","ATL",0,0,30
"180147","ATL",0,0,0
"180156","ATL",0,0,0
"180158","ATL",0,0,0
"180161","ATL",0,0,2
"180162","ATL",0,0,0
"180167","ATL",0,0,0
"180168","ATL",0,0,28
"180172","ATL",0,0,1
"180174","ATL",0,0,0
"180176","ATL",0,0,0
"180180","ATL",0,0,0
"180182","ATL",0,0,0
"180186","ATL",0,0,0
"180188","ATL",0,0,0
"180189","ATL",0,0,0
"180190","ATL",0,0,10
"180192","ATL",0,0,7
"180204","ATL",0,0,0
"180205","ATL",0,0,49
"180211","ATL",0,0,8
"180215","ATL",0,0,3
"180219","ATL",0,0,33
"180222","ATL",0,0,78
"180223","ATL",0,0,0
"180228","ATL",0,0,11
"180234","LAX",0,0,0
"180235","ATL",0,0,14
"180239","ATL",0,0,0
"180246","ATL",0,0,10
"180250","ATL",0,0,0
"180254","ATL",0,0,0
"180256","LAX",0,0,7
"180257","ATL",0,0,6
"180259","ATL",0,0,42
"180260","ATL",0,0,49
"180262","ATL",0,0,0
"180264","ATL",0,0,0
"180267","ATL",0,0,0
"180269","LAX",0,0,5
"180274","ATL",0,0,14
"180275","ATL",0,0,6
"180276","ATL",0,0,22
"180277","ATL",0,0,36
"180289","ATL",0,0,2
"180301","LAX",0,0,7
"180304","ATL",0,0,0
"180305","ATL",0,0,16
"180307","ATL",0,0,4
"180310","LAX",0,0,16
"180311","ATL",0,0,16
"180320","ATL",0,0,0
"180322","ATL",0,0,7
"180323","LAX",0,0,17
"180325","ATL",0,0,0
"180327","ATL",0,0,0
"180328","ATL",0,0,3
"180330","ATL",0,0,6
"180335","LAX",0,0,25
"180336","ATL",0,0,13
"180339","ATL",0,0,4
"180350","ATL",0,0,0
"180357","ATL",0,0,0
"180358","ATL",0,0,7
"180359","ATL",0,0,10
"180366","ATL",0,0,18
"180368","ATL",0,0,0
"180369","ATL",0,0,13
"180370","ATL",0,0,19
"180373","ATL",0,0,0
"180376","ATL",0,0,0
"180378","ATL",0,0,8
"180381","ATL",0,0,17
"180388","ATL",0,0,25
"180389","ATL",0,0,20
"180392","ATL",0,0,0
"180394","ATL",0,0,3
"180396","ATL",0,0,18
"180399","ATL",0,0,0
"180404","ATL",0,0,80
"180409","ATL",0,0,7
"180412","ATL",0,0,0
"180416","ATL",0,0,0
"180421","ATL",0,0,0
"180424","ATL",0,0,0
"180427","ATL",0,0,0
"180435","ATL",0,0,0
"180437","ATL",0,0,0
"180438","ATL",0,0,0
"180439","ATL",57,0,0
"180440","ATL",0,0,0
"180443","ATL",0,0,7
"180445","ATL",0,0,0
"180446","ATL",0,0,30
"180449","ATL",0,0,0
"180451","ATL",0,0,4
"180452","ATL",0,0,35
"180454","ATL",0,0,6
"180456","ATL",0,0,1
"180460","ATL",0,0,0
"180469","ATL",0,0,0
"180471","ATL",0,0,17
"180472","ATL",0,0,0
"180474","ATL",0,0,0
"180477","ATL",0,0,0
"180478","ATL",0,0,0
"180486","ATL",0,0,0
"180487","ATL",0,0,28
"180492","ATL",0,0,14
"180498","ATL",0,0,0
"180499","ATL",0,0,0
"180505","ATL",0,0,7
"180507","ATL",0,0,45
"180509","ATL",0,0,11
"180510","ATL",0,0,4
"180511","ATL",0,0,20
"180514","ATL",0,0,6
"180515","ATL",0,0,6
"180518","ATL",0,0,17
"180520","ATL",0,0,41
"180523","ATL",0,0,13
"180524","ATL",0,0,25
"180525","ATL",0,0,0
"180528","ATL",0,0,22
"180536","ATL",0,0,8
"180537","LAX",0,0,0
"180541","ATL",0,0,0
"180557","LAX",0,0,3
"180558","ATL",0,0,23
"180574","ATL",0,0,23
"180576","ATL",0,0,0
"180587","ATL",0,0,0
"180599","ATL",0,0,41
"180611","ATL",0,0,60
"180619","LAX",0,0,0
"180622","ATL",0,0,16
"180631","ATL",0,0,0
"180632","LAX",0,0,36
"180633","ATL",0,0,0
"180638","ATL",0,0,14
"180639","ATL",0,0,0
"180641","ATL",0,0,0
"180642","ATL",0,0,3
"180644","LAX",0,0,19
"180649","LAX",0,0,16
"180652","ATL",0,0,0
"180653","ATL",0,0,16
"180655","ATL",0,0,0
"180657","ATL",0,0,0
"180661","ATL",0,0,0
"180665","ATL",0,0,0
"180667","LAX",0,0,9
"180677","ATL",0,0,22
"180680","ATL",0,0,13
"180689","ATL",0,0,10
"180690","ATL",0,0,0
"180692","ATL",0,0,0
"180696","ATL",0,0,15
"180702","ATL",0,0,1
"180705","ATL",0,0,10
"180709","ATL",0,0,0
"180717","ATL",0,0,0
"180721","ATL",0,0,0
"180724","ATL",0,0,0
"180727","ATL",0,0,0
"180730","ATL",0,0,0
"180735","ATL",0,0,3
"180737","ATL",0,0,16
"180738","ATL",0,0,43
"180741","ATL",0,0,16
"180754","ATL",0,0,36
"180764","ATL",0,0,0
"180767","LAX",0,0,0
"180769","ATL",0,0,0
"180770","ATL",0,0,0
"180771","ATL",0,0,0
"180775","LAX",0,0,9
"180780","ATL",0,0,24
"180786","ATL",0,0,40
"180792","ATL",0,0,18
"180802","ATL",0,0,6
"180806","ATL",0,0,0
"180808","ATL",0,0,0
"180813","ATL",0,0,0
"180817","ATL",0,0,9
"180821","ATL",0,0,0
"180833","ATL",0,0,20
"180835","ATL",0,0,0
"180837","ATL",0,0,13
"180849","ATL",0,0,0
"180864","LAX",0,0,0
"180872","ATL",0,0,12
"180873","ATL",0,0,183
"180876","ATL",0,0,0
"180879","ATL",0,0,0
"180882","ATL",0,0,0
"180886","ATL",0,0,2
"180888","ATL",0,0,0
"180890","LAX",0,0,0
"180896","ATL",0,0,36
"180899","ATL",0,0,32
"180909","ATL",0,0,0
"180910","ATL",0,0,0
"180913","ATL",0,0,0
"180919","ATL",0,0,62
"180921","ATL",0,0,12
"180922","ATL",0,0,75
"180923","ATL",0,0,0
"180927","ATL",0,0,26
"180937","ATL",0,0,8
"180940","ATL",0,0,11
"180952","LAX",0,0,65
"180962","ATL",0,0,0
"180976","ATL",0,0,5
"180981","ATL",0,0,0
"180982","ATL",0,0,26
"180986","ATL",0,0,3
"180988","ATL",0,0,11
"180990","ATL",0,0,4
"180991","ATL",0,0,6
"180993","ATL",0,0,0
"181000","ATL",0,0,28
"181004","ATL",0,0,3
"181007","LAX",0,0,0
"181011","ATL",0,0,10
"181015","ATL",0,0,0
"181031","ATL",0,0,0
"181032","ATL",0,0,8
"181047","ATL",0,0,23
"181049","ATL",0,0,7
"181051","ATL",0,0,12
"181055","ATL",0,0,13
"181057","ATL",0,0,49
"181061","LAX",0,0,22
"181067","ATL",0,0,15
